C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_33_849.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_33_849.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_33_849.jpg, 0, 0, 0, 7.858367E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_33_954.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_33_954.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_33_954.jpg, 0, 0, 0, 7.784711E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_062.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_062.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_062.jpg, 0, 0, 0, 7.818065E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_168.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_168.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_168.jpg, 0, 0, 0, 7.939379E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_279.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_279.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_279.jpg, 0, 0, 0, 7.784979E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_388.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_388.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_388.jpg, 0, 0, 0, 7.869761E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_492.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_492.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_492.jpg, 0, 0, 0, 7.99911E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_600.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_600.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_600.jpg, 0, 0, 0, 7.794845E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_707.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_707.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_707.jpg, 0, 0, 0, 7.867884E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_822.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_822.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_822.jpg, 0, 0, 0, 7.852966E-05
C:\Users\HP\Downloads\simulator-windows-64\data\IMG\center_2025_09_30_11_53_34_923.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\left_2025_09_30_11_53_34_923.jpg, C:\Users\HP\Downloads\simulator-windows-64\data\IMG\right_2025_09_30_11_53_34_923.jpg, 0, 0, 0, 7.986171E-05
